City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,tashtyp,52.7939,89.8983,-26.07,98,94,0.41,RU,1702232917
361,punta arenas,-53.15,-70.9167,12.06,32,20,10.8,CL,1702232639
362,strasburg,48.5834,7.743,11.85,76,99,6.69,FR,1702232830
363,ndele,8.4109,20.6473,27.89,22,100,1.18,CF,1702232917
364,hammerfest,70.6634,23.6821,-4.75,68,75,5.66,NO,1702232768
365,ixtapa,20.7,-105.2,26.57,57,20,2.57,MX,1702232692
366,mananjary,-21.2167,48.3333,25.26,90,3,2.74,MG,1702232918
367,hailar,49.2,119.7,-36.49,100,43,2.31,CN,1702232918
368,ploneour-lanvern,47.9,-4.2833,13.18,94,100,5.66,FR,1702232918
369,nema,57.5067,50.5011,-24.97,97,85,2.56,RU,1702232918
370,fort bragg,35.139,-79.006,23.23,79,100,5.66,US,1702232881
371,porto novo,6.4965,2.6036,28.9,78,17,3.15,BJ,1702232804
372,margate,51.3813,1.3862,10.62,78,73,3.58,GB,1702232713
373,humaita,-7.5061,-63.0208,38.0,33,94,0.97,BR,1702232919
374,sotkamo,64.1333,28.4167,-13.99,95,100,3.06,FI,1702232919
375,san luis de la loma,17.2706,-100.8939,30.14,52,96,2.48,MX,1702232919
376,lamu,-2.2717,40.902,26.12,83,80,4.7,KE,1702232919
377,egilsstadir,65.2653,-14.3948,-2.05,100,100,1.03,IS,1702232920
378,kailua-kona,19.6406,-155.9956,27.55,70,0,5.14,US,1702232824
379,huntsville,34.7304,-86.5861,10.15,66,40,7.72,US,1702232840
380,arkhangel'sk,64.5401,40.5433,-15.94,77,0,5.0,RU,1702232702
381,dwarka,22.2394,68.9678,23.28,55,22,3.66,IN,1702232920
382,naha,26.2125,127.6811,22.15,83,20,2.57,JP,1702232754
383,clarksburg,39.2807,-80.3445,7.72,92,100,3.6,US,1702232680
384,besancon,47.2488,6.0182,11.22,66,100,6.9,FR,1702232921
385,mejit,10.2753,170.8646,27.23,77,88,10.75,MH,1702232921
386,vedasandur,10.5333,77.95,23.96,92,45,2.51,IN,1702232921
387,tomah,43.9786,-90.504,-3.14,80,100,0.0,US,1702232921
388,kozhevnikovo,56.2589,83.9714,-25.22,90,99,2.89,RU,1702232921
389,barah,13.7,30.3667,25.15,12,31,4.39,SD,1702232921
390,touros,-5.1989,-35.4608,28.85,57,40,6.21,BR,1702232922
391,christchurch,-43.5333,172.6333,11.64,77,4,2.06,NZ,1702232581
392,fuerte olimpo,-21.0415,-57.8738,30.23,67,96,8.12,PY,1702232922
393,quang ngai,15.1167,108.8,22.52,92,78,1.68,VN,1702232922
394,chivolo,10.025,-74.6228,34.62,45,4,2.73,CO,1702232922
395,shambu,9.5667,37.1,12.77,65,43,0.34,ET,1702232922
396,tadine,-21.55,167.8833,22.35,76,99,6.38,NC,1702232922
397,kununurra,-15.7667,128.7333,23.99,88,75,6.17,AU,1702232923
398,betio village,1.358,172.9211,27.02,76,93,2.64,KI,1702232923
399,tazacorte,28.629,-17.9293,21.54,78,20,1.54,ES,1702232923
400,kaitong,44.8135,123.15,-17.5,82,73,1.41,CN,1702232923
401,ashkasham,36.6833,71.5333,-6.52,26,99,1.11,AF,1702232923
402,adrar,20.5022,-10.0711,23.8,19,58,5.3,MR,1702232923
403,trongsa,27.5026,90.5072,6.76,90,100,0.67,BT,1702232924
404,west island,-12.1568,96.8225,25.99,83,16,4.12,CC,1702232924
405,haiku-pauwela,20.9219,-156.3051,25.02,75,20,3.58,US,1702232924
406,benguela,-12.5763,13.4055,26.8,80,87,4.46,AO,1702232924
407,beyneu,45.3167,55.2,-2.78,81,100,10.1,KZ,1702232924
408,kerikeri,-35.2268,173.9474,17.73,90,100,2.0,NZ,1702232924
409,yarkovo,57.4028,67.0786,-31.3,97,16,2.84,RU,1702232925
410,tetyushi,54.9382,48.8366,-22.78,91,89,3.44,RU,1702232925
411,chaman,30.9236,66.4512,9.85,28,0,2.1,PK,1702232925
412,turpan,42.9333,89.1667,0.49,71,32,0.47,CN,1702232925
413,laibin,23.7,109.2667,22.45,83,87,2.38,CN,1702232925
414,la ronge,55.1001,-105.2842,-11.86,79,40,3.09,CA,1702232925
415,la villa del rosario,10.3258,-72.3134,31.85,60,46,3.46,VE,1702232926
416,hsinchu,24.8036,120.9686,23.81,93,48,0.45,TW,1702232926
417,driefontein,-27.0177,30.4498,14.97,97,100,1.87,ZA,1702232926
418,lundazi,-12.2929,33.1782,23.49,64,79,4.48,ZM,1702232926
419,koysinceq,36.0821,44.6278,12.96,70,23,0.57,IQ,1702232926
420,gardnerville ranchos,38.8882,-119.7413,9.9,74,0,0.0,US,1702232926
421,mezocsat,47.8167,20.9167,-1.14,97,100,0.81,HU,1702232927
422,pindobacu,-10.7417,-40.3608,34.96,24,14,3.94,BR,1702232927
423,topolobampo,25.6,-109.05,23.95,38,0,8.23,MX,1702232707
424,niquero,20.0431,-77.5828,28.81,64,12,0.9,CU,1702232927
425,plastun,44.7561,136.2939,-16.25,54,0,4.12,RU,1702232927
426,mangrol,21.1167,70.1167,22.86,41,29,4.95,IN,1702232927
427,raduzhny,62.0961,77.475,-34.05,98,8,1.81,RU,1702232928
428,penafiel,41.2084,-8.2829,15.25,96,97,2.19,PT,1702232928
429,khandyga,62.6667,135.6,-33.79,98,100,1.41,RU,1702232928
430,langepas,61.2544,75.2124,-32.11,98,11,2.39,RU,1702232928
431,santa luzia,-19.7697,-43.8514,30.6,50,75,3.09,BR,1702232928
432,cambridge,43.3601,-80.3127,4.63,70,100,5.14,CA,1702232905
433,kavaratti,10.5669,72.642,28.8,73,99,1.41,IN,1702232929
434,murzuq,25.9155,13.9184,16.57,57,100,5.41,LY,1702232929
435,ilam,26.9167,87.9167,11.96,81,34,1.28,NP,1702232929
436,niamey,13.5137,2.1098,30.16,9,53,2.57,NE,1702232880
437,naklo nad notecia,53.1421,17.6018,1.23,100,100,4.17,PL,1702232929
438,bandarbeyla,9.4942,50.8122,25.8,77,13,10.09,SO,1702232929
439,tulun,54.5611,100.5792,-36.27,100,49,0.76,RU,1702232930
440,kiamba,5.9894,124.6242,25.34,86,56,1.59,PH,1702232930
441,the pas,53.8251,-101.2541,-11.99,92,100,1.03,CA,1702232930
442,taltal,-25.4,-70.4833,18.97,71,13,2.05,CL,1702232930
443,gazli,40.1333,63.45,1.89,48,86,6.7,UZ,1702232930
444,dabat,12.9842,37.765,15.04,45,77,1.06,ET,1702232930
445,glace bay,46.1969,-59.957,6.55,73,75,4.02,CA,1702232930
446,kelme,55.6339,22.9342,-1.99,94,100,4.58,LT,1702232931
447,foligno,42.944,12.7011,9.91,93,0,1.78,IT,1702232931
448,jaru,-10.4389,-62.4664,33.93,51,42,1.83,BR,1702232701
449,ketchikan,55.3422,-131.6461,2.99,87,20,0.0,US,1702232763
450,neryungri,56.6709,124.6491,-30.21,91,100,4.83,RU,1702232931
451,xishan,27.6667,113.5,11.98,92,100,3.56,CN,1702232931
452,hinton,53.4001,-117.5857,-1.99,65,96,3.24,CA,1702232932
453,fonte boa,-2.4959,-66.2662,31.87,59,60,0.17,BR,1702232932
454,goundam,16.4145,-3.6708,26.49,14,56,4.74,ML,1702232932
455,saudarkrokur,65.7461,-19.6394,-6.34,77,25,4.46,IS,1702232932
456,kiunga,-6.1219,141.2906,22.71,100,100,1.91,PG,1702232932
457,port douglas,-16.4833,145.4667,24.11,83,51,1.68,AU,1702232932
458,itoman,26.1247,127.6694,22.21,83,3,2.57,JP,1702232933
459,san julian,21.0167,-102.1667,19.29,43,59,6.36,MX,1702232933
460,broome,42.2506,-75.833,12.21,94,100,7.2,US,1702232933
461,pemangkat,1.1667,108.9667,25.56,90,100,2.96,ID,1702232933
462,el calafate,-50.3408,-72.2768,12.3,57,100,3.2,AR,1702232933
463,banda aceh,5.5577,95.3222,26.21,85,100,2.28,ID,1702232933
464,san carlos del zulia,9.0,-71.9135,34.75,48,45,3.29,VE,1702232933
465,evanston,42.0411,-87.6901,2.25,74,100,4.63,US,1702232934
466,fiambala,-27.6871,-67.6149,26.15,45,30,6.86,AR,1702232934
467,bekobod,40.2208,69.2697,5.83,66,100,2.37,UZ,1702232934
468,vorkuta,67.5,64.0,-24.62,100,96,2.58,RU,1702232934
469,bodo,67.28,14.405,-2.98,63,75,7.72,NO,1702232934
470,bogale,16.2833,95.4,23.36,82,37,2.63,MM,1702232935
471,qusmuryn,52.4503,64.6311,-26.31,99,93,3.27,KZ,1702232935
472,sabha,27.0377,14.4283,15.57,60,85,5.86,LY,1702232935
473,skara,58.3866,13.4384,0.57,90,100,5.36,SE,1702232935
474,heihe,50.2441,127.4902,-21.45,73,0,4.18,CN,1702232935
475,puerto aysen,-45.4,-72.7,12.4,99,100,2.37,CL,1702232935
476,burao,9.5221,45.5336,19.4,69,3,4.24,SO,1702232936
477,terenozek,45.05,64.9833,-9.65,24,91,6.62,KZ,1702232936
478,coruripe,-10.1256,-36.1756,28.96,56,74,6.97,BR,1702232936
479,okeechobee,27.2439,-80.8298,28.32,66,0,4.63,US,1702232759
480,zeya,53.75,127.2667,-25.84,76,2,2.36,RU,1702232936
481,katpur,21.05,71.7833,24.51,49,18,4.21,IN,1702232936
482,piti village,13.4626,144.6933,26.84,89,100,2.06,GU,1702232937
483,alexandria,31.2156,29.9553,19.41,60,85,4.27,EG,1702232868
484,gizo,-8.103,156.8419,27.19,74,69,2.11,SB,1702232937
485,soio,-6.1349,12.3689,27.34,76,96,4.3,AO,1702232937
486,sirte,31.2089,16.5887,18.94,57,95,9.33,LY,1702232937
487,puliyur,10.6333,78.8333,26.89,89,75,3.09,IN,1702232938
488,sola,-13.8833,167.55,26.34,79,100,8.26,VU,1702232938
489,bagneres-de-bigorre,43.0667,0.15,11.83,88,0,1.54,FR,1702232938
490,urazovo,50.0836,38.0395,-3.12,92,100,4.81,RU,1702232938
491,wolmaransstad,-27.1974,25.9831,16.78,81,100,2.7,ZA,1702232938
492,sao jose da coroa grande,-8.8978,-35.1478,28.44,59,72,4.27,BR,1702232938
493,lobito,-12.3481,13.5456,26.59,83,94,4.6,AO,1702232938
494,praia da vitoria,38.7333,-27.0667,18.2,82,20,5.42,PT,1702232939
495,namdrik,5.5994,168.1028,27.87,80,58,6.22,MH,1702232939
496,ulundi,-28.3352,31.4162,17.13,98,100,1.0,ZA,1702232939
497,konibodom,40.2843,70.4426,4.84,64,95,1.95,TJ,1702232939
498,howrah,22.5892,88.3103,19.0,77,0,0.0,IN,1702232939
499,brandon,27.9378,-82.2859,29.07,67,40,9.26,US,1702232939
500,kharkhorin,47.1975,102.8238,-23.8,100,52,0.31,MN,1702232940
501,bom jesus,-9.0744,-44.3586,35.07,36,76,4.2,BR,1702232940
502,svetlyy,54.675,20.1347,-0.97,95,100,5.35,RU,1702232940
503,huilong,31.8111,121.655,14.12,98,100,0.79,CN,1702232940
504,inari,68.906,27.0288,-15.89,91,94,4.19,FI,1702232940
505,le vauclin,14.5452,-60.8388,30.03,66,75,6.69,MQ,1702232940
506,paradip garh,20.3167,86.6167,21.67,53,0,3.11,IN,1702232941
507,suva,-18.1416,178.4415,18.71,94,20,1.54,FJ,1702232834
508,kuusamo,65.9667,29.1833,-14.98,85,100,3.6,FI,1702232941
509,el molino,10.6523,-72.924,34.23,53,13,2.63,CO,1702232941
510,fisterra,42.9049,-9.2629,17.79,87,100,10.41,ES,1702232941
511,chui,-33.6971,-53.4616,21.27,69,64,4.87,UY,1702232698
512,cheremukhovo,60.3484,59.9851,-31.13,100,100,0.45,RU,1702232942
513,alofi,-19.0595,-169.9187,24.94,88,99,4.12,NU,1702232942
514,zalesovo,53.9939,84.7431,-26.38,92,96,1.01,RU,1702232942
515,el nido,11.1858,119.3956,27.37,78,97,3.77,PH,1702232942
516,gornyak,50.9942,81.4661,-24.88,89,6,1.73,RU,1702232943
517,lasalgaon,20.15,74.2333,20.57,58,1,1.99,IN,1702232943
518,mount pearl,47.5166,-52.7813,2.14,82,100,2.06,CA,1702232943
519,zag,46.9441,99.165,-21.27,93,19,0.82,MN,1702232943
520,minbu,20.1833,94.8833,22.43,72,24,2.1,MM,1702232943
521,laojunmiao,39.8333,97.7333,-5.02,56,92,0.8,CN,1702232944
522,barclayville,4.6797,-8.2339,27.21,79,81,3.0,LR,1702232944
523,madang,-5.2246,145.7966,24.82,95,100,2.96,PG,1702232944
524,ebon,4.582,168.6964,27.81,82,43,5.44,MH,1702232944
525,lyubashivka,47.8372,30.2598,0.48,97,100,1.59,UA,1702232944
526,weno,7.4515,151.8468,27.97,78,100,3.6,FM,1702232945
527,kandi,11.1342,2.9386,27.38,10,29,2.31,BJ,1702232945
528,tumen,42.9661,129.8425,-10.15,32,84,1.97,CN,1702232945
529,kembe,4.6228,21.8865,24.55,65,91,0.61,CF,1702232945
530,nkove,-7.95,30.85,23.33,83,98,1.56,TZ,1702232945
531,altai,46.3722,96.2583,-15.75,58,6,3.31,MN,1702232946
532,nurmes,63.5421,29.1397,-11.64,95,100,3.76,FI,1702232946
533,palapag,12.5458,125.1147,25.9,87,92,2.9,PH,1702232946
534,elk city,35.412,-99.4043,8.12,27,0,5.66,US,1702232766
535,puerto deseado,-47.7503,-65.8938,15.34,57,98,6.82,AR,1702232946
536,vega de alatorre,20.0333,-96.6333,17.47,84,100,12.76,MX,1702232947
537,messina,38.1933,15.5497,18.25,70,40,9.26,IT,1702232947
538,cadale,2.7603,46.3222,27.63,77,41,6.82,SO,1702232947
539,monrovia,6.3005,-10.7969,29.87,79,67,5.01,LR,1702232947
540,port-vila,-17.7338,168.3219,17.78,94,75,1.54,VU,1702232947
541,whangarei,-35.7317,174.3239,15.97,92,100,2.15,NZ,1702232948
542,tongouson,5.0214,120.1328,27.77,73,78,1.01,PH,1702232948
543,tekkali,18.6167,84.2333,21.24,75,4,1.5,IN,1702232948
544,yeniseysk,58.4497,92.1703,-31.14,98,34,1.34,RU,1702232948
545,tanumah,27.1,44.1333,21.67,24,63,3.34,SA,1702232948
546,mossel bay,-34.1831,22.146,16.96,75,1,6.23,ZA,1702232949
547,viqueque,-8.8673,126.3658,25.79,86,100,1.34,TL,1702232949
548,pampa del infierno,-26.5052,-61.1744,33.22,28,32,4.02,AR,1702232949
549,labytnangi,66.6572,66.4183,-29.77,100,90,2.61,RU,1702232949
550,trinidad,-14.8333,-64.9,34.99,55,40,3.6,BO,1702232949
551,mana,5.6592,-53.7767,28.74,71,36,3.8,GF,1702232950
552,peterhead,57.5058,-1.7981,6.27,83,100,9.68,GB,1702232950
553,la porte,29.6658,-95.0194,15.03,34,0,8.75,US,1702232660
554,udaipur,24.5712,73.6918,16.68,39,0,1.39,IN,1702232950
555,kikwit,-5.041,18.8162,22.56,93,100,0.49,CD,1702232950
556,san martin,-33.081,-68.4681,31.3,27,72,7.31,AR,1702232951
557,siguiri,11.6667,-9.5,29.95,13,92,1.37,GN,1702232951
558,santa ana de yacuma,-13.75,-65.4333,34.97,49,75,6.17,BO,1702232951
559,kirensk,57.7853,108.1119,-33.35,99,98,1.34,RU,1702232951
560,constantia,44.1833,28.65,0.38,80,98,3.76,RO,1702232951
561,ghatanji,20.1333,78.3167,19.86,59,0,1.51,IN,1702232952
562,luanda,-8.8368,13.2343,28.0,81,75,5.14,AO,1702232952
563,santarem,-2.4431,-54.7083,33.07,55,40,2.06,BR,1702232952
564,abepura,-2.6333,140.5833,24.45,88,40,2.06,ID,1702232952
565,ostroda,53.6967,19.9649,-1.12,96,100,4.85,PL,1702232952
566,strelka,58.0728,93.0344,-33.93,99,35,1.11,RU,1702232953
567,novoishimskiy,53.1981,66.7694,-28.74,99,99,2.84,KZ,1702232953
568,mandalgovi,45.7625,106.2708,-15.83,90,100,3.56,MN,1702232953
569,broken hill,-31.95,141.4333,26.61,40,100,1.49,AU,1702232954
570,urengoy,65.9667,78.3667,-38.06,100,64,2.65,RU,1702232954
571,kangding,30.0513,101.9603,4.04,79,35,1.02,CN,1702232954
572,las terrenas,19.311,-69.5428,28.93,79,75,6.17,DO,1702232955
573,kristiansund,63.1115,7.732,1.36,69,0,1.54,NO,1702232955
574,illizi,26.4833,8.4667,15.89,52,88,4.11,DZ,1702232955
575,aweil,8.7682,27.4002,29.79,21,29,1.09,SS,1702232955
576,zapolyarnyy,69.4154,30.8136,-15.4,93,83,6.21,RU,1702232956
577,vilyuysk,63.7553,121.6247,-28.84,96,100,3.2,RU,1702232956
578,ad dilam,23.9915,47.1627,20.23,15,43,2.33,SA,1702232956
579,antsiranana,-12.2787,49.2917,26.34,83,94,6.28,MG,1702232956
580,queenstown,-31.8976,26.8753,11.43,89,100,2.41,ZA,1702232900
581,greenville,35.6127,-77.3663,20.08,99,100,5.14,US,1702232957
582,bayganin,48.6947,55.8742,-13.52,63,6,7.46,KZ,1702232957
583,ortona,42.3496,14.4039,11.88,82,74,4.31,IT,1702232957
584,anna regina,7.2644,-58.5077,28.82,66,34,3.14,GY,1702232957
585,okhotsk,59.3833,143.3,-4.9,82,98,6.88,RU,1702232957
586,mantua,45.1667,10.7833,5.58,90,55,2.68,IT,1702232958
587,gulf shores,30.246,-87.7008,14.47,69,100,2.68,US,1702232749
588,bikenibeu village,1.3673,173.1241,26.98,89,75,3.09,KI,1702232958
589,turkmenbasy,40.0222,52.9552,12.43,76,100,6.17,TM,1702232958
590,howard springs,-12.497,131.047,28.95,93,82,2.04,AU,1702232959
591,klaksvik,62.2266,-6.589,6.51,96,100,13.88,FO,1702232959
592,ambon,-3.6954,128.1814,25.08,94,40,1.03,ID,1702232959
593,kambove,-10.8764,26.5969,19.86,78,92,1.12,CD,1702232959
594,puerto baquerizo moreno,-0.9,-89.6,27.55,74,20,8.23,EC,1702232959
595,lebanon,36.2081,-86.2911,8.43,69,100,4.63,US,1702232959
596,kharp,66.8014,65.8081,-27.21,100,66,1.54,RU,1702232960
